KA-Nr;Bundesland;Bezirk;Versorgungszone;Versorgungsregion;Bezeichnung;Öffentlichkeitsrecht;Gemeinnützigkeit;Fondszugehörigkeit;Adresse;Telefon, Fax;Homepage;Ärztlicher Leiter;Pflegedienstleiter;Verwaltungsdirektor;Bettenanzahl;Bettenführende Fachrichtungen;Intensivbereiche;Großgeräte;Träger-Nr.;Träger Bezeichnung;Träger-Adresse;Träger Telefon, Fax;Träger Homepage
K828;Vorarlberg;Feldkirch;West;Vorarlberg-Süd;Krankenhaus Stiftung Maria Ebene Frastanz;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Maria Ebene 17, 6820 Frastanz;05522/727 46-0, 0552/727 46-20;http://www.mariaebene.at;Univ.-Prof. Prim. Dr. Reinhard Haller;DGKS Monika Franzke;Mag. Günter Amann;85;PSY;;;T822;Stiftung Maria Ebene Frastanz;Maria Ebene 17, 6820 Frastanz;05522/727 46, 05522/727 46-20;http://www.mariaebene.at
K830;Vorarlberg;Feldkirch;West;Vorarlberg-Süd;Landeskrankenhaus Feldkirch;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Carinagasse 47, 6800 Feldkirch;05522/303-0, 05522/303-7500;http://www.lkhf.at;Prim. Dr. Wolfgang Elsässer;DGKP Stefan Kuhlmann;Dipl. KHBW Harald Maikisch;606;AN, AU, CH, DER, GEM, GGH, HNO, IM, KI, MKG, NC, NUK, OR, PCH, STR/RAD, UC, URO;AN, IM, KI;COR, CT, ECT, MR, PET, STR;T801;Vorarlberger Krankenanstalten-Betriebsgesellschaft mbH;Carinagasse 41, 6800 Feldkirch;05522/303-0, 05522/303-7512;http://www.khbg.at
K838;Vorarlberg;Bludenz;West;Vorarlberg-Süd;Unfallsanatorium Dr. Rhomberg;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Oberstubenbach 349, 6764 Lech;05583/2294, 05583/2294-80;;Dr. Nikolaus Rhomberg;Monica Rhomberg;Dr. Nikolaus Rhomberg;11;UC;;MR;T827;Dr.Nikolaus Rhomberg;Tannenberg 181, 6764 Lech;05583/2294-0, 05583/2294-80;
K853;Vorarlberg;Bludenz;West;Vorarlberg-Süd;Sanatorium Dr. Schenk;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Montafonerstraße 29, 6780 Schruns;05556/740 00-0, 05556/740 00-6;http://www.dr-schenk.at;Dr. Christian Schenk;Dr. Christian Schenk;Dr. Christian Schenk;8;IM;;CT, MR;T840;Sanatorium Dr. Schenk Gesellschaft mbH;Montafonerstraße 29, 6780 Schruns;05556/740 00-0, 05556/740 00-6;http://www.dr-schenk.at
K862;Vorarlberg;Bludenz;West;Vorarlberg-Süd;Rehabilitationsklinik Montafon;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Wagenweg 4a, 6780 Schruns;05556/205, 05556/205-596;http://www.rehaklinik-montafon.at;;;Sandra Gneist;157;NEU, OR, Rehabilitationszentrum (Interne);;;T847;Rehabilitationsklinik Montafon Betriebsgesellschaft mbH;Wagenweg 4a, 6780 Schruns;;http://www.montafonklinik.at
K901;Wien;Wien 9 Alsergrund;Ost;Wien-Mitte-Südost;Allgemeines Krankenhaus der Stadt Wien;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Währinger Gürtel 18-20, 1090 Wien;01/40 400-0, 01/40 400-4049;http://www.akhwien.at;Univ.-Prof. Dr. Reinhard Krepler;Michael Mittermaier;AR Elisabeth Pal;1824;AN, AU, CH, DER, GEM, GGH, HNO, IM, KCH, KI, KJP, MKG, NC, NEU, NUK, OR, PCH, PSY, PUL, STR/RAD, UC, URO,;AN, CH, DER, GEM, IM, KCH, KI, NC, NEU, PCH, PSY,;COR, CT, ECT, MR, PET, STR;T099;Magistrat der Stadt Wien, Wiener Krankenanstaltenverbund;Thomas Klestil Platz 7/1, 1030 Wien;01/40 409, 01/40 409-9970000;http://www.wienkav.at
K902;Wien;Wien 23 Liesing;Ost;Wien-West;Anton-Proksch-Institut;ohne Öffentlichkeitsrecht;gemeinnützig;Sonstige;Mackgasse 7-9, 1230 Wien;01/888 10-0, 01/888 10-77;http://www.api.or.at;Univ.-Prof. Prim. Dr. Michael Musalek;PDL Marie Zauner;DSA Gabriele Gottwald-Nathaniel;253;PSY;;;T910;API Betriebs gemeinnützige Gesellschaft mbH;Landstraßer Hauptstraße 1/2, 1030 Wien;;http://www.api.or.at
K903;Wien;Wien 2 Leopoldstadt;Ost;Wien-Mitte-Südost;Krankenhaus der Barmherzigen Brüder Wien;ohne Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Johannes von Gott Platz 1, 1020 Wien;01/21121-0, 01/21121-1333;http://www.bbwien.at;Dr. Katharina Reich;Mag. MSc MAS DGKS Therese Lutnik;Günter Pacher;395;AN, AU, CH, GGH, HNO, IM, Inquisitenspital, NEU, URO;AN, IM;CT, ECT, MR;T980;Konvent der Barmherzigen Brüder Wien;Johannes von Gott Platz 1, 1020 Wien;01/21121, 0121121-1333;http://www.barmherzige-brueder.at
K904;Wien;Wien 6 Mariahilf;Ost;Wien-Mitte-Südost;Krankenhaus der Barmherzigen Schwestern;ohne Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Stumpergasse 13, 1060 Wien;01/599 88-0, 01/599 88-4045;http://www.bhs-wien.at;OA Dr. Johannes Thomas;DGKS Mag., MAS Beate Czegka;Thomas Pavek;210;AN, CH, GEM, IM, OR;AN, IM;CT;T985;Krankenhaus der Barmherzigen Schwestern Wien Betriebsgesellschaft mbH;Stumpergasse 13, 1060 Wien;01/59988-0, 01/59988-4045;http://www.bhs-wien.at
K905;Wien;Wien 8 Josefstadt;Ost;Wien-Mitte-Südost;Confraternität - Privatklinik Josefstadt;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Skodagasse 32, 1080 Wien;01/401 14-0, 01/401 14-5607;http://www.confraternitaet.at;Univ.-Prof. Dr. Johannes Drach;Monika Bieger;Bernhard Tousek;96;GEM;;COR, CT;T060;PremiQaMed Privatkliniken Gesellschaft mbH;Heiligenstädterstraße 46-48/10, 1190 Wien;;
K907;Wien;Wien 14 Penzing;Ost;Wien-West;Rehaklinik Baumgarten - Sonderkrankenanstalt für orthopädische Rehabilitation;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Reizenpfenniggasse 1, 1140 Wien;01/41 500, 01/41 500-6999;http://www.rehawienbaumgarten.at;Dr. Maximillian Schmidt;DGKP Thomas Bogendorfer;Mag. Silvia Lechner;152;OR;;;T932;Rehaklinik Wien Baumgarten Betriebsgesellschaft mbH;Reizenpfenniggasse 1, 1140 Wien;01/41 500;http://www.rehawienbaumgarten.at
K908;Wien;Wien 18 Währing;Ost;Wien-West;Evangelisches Krankenhaus Wien;ohne Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Hans-Sachs-Gasse 10-12, 1180 Wien;01/40422-0, 01/40422-9510;http://www.ekhwien.at;Univ.-Prof. Prim. Dr. Christoph Reisser;MAS Eva Gantner;Mag. Walter Leuthner;232;CH, GEM, IM, MKG, NEU, OR;GEM;CT, ECT, MR;T902;Evangelisches Krankenhaus Wien gemeinnützige Betriebsgesellschaft mbH;Hans-Sachs-Gasse 10-12, 1180 Wien;01/402 22-0, 01/402 22-9510;http://www.ekhwien.at
K909;Wien;Wien 21 Floridsdorf;Ost;Wien-Nordost;Sozialmedizinisches Zentrum Floridsdorf, Krankenhaus und Geriatriezentrum;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Hinaysgasse 1, 1210 Wien;01/275 22-0, 01/275 22-1219;http://www.wienkav.at/kav/flo/;Prim. Dr. Gernot Sommer;PDL Gabriele Müllebner;Mag. Norbert Wasl;166;AN, CH, IM;AN, IM;CT;T099;Magistrat der Stadt Wien, Wiener Krankenanstaltenverbund;Thomas Klestil Platz 7/1, 1030 Wien;01/40 409, 01/40 409-9970000;http://www.wienkav.at
K910;Wien;Wien 10 Favoriten;Ost;Wien-Mitte-Südost;Sozialmedizinisches Zentrum Süd, Kaiser-Franz-Josef-Spital mit Gottfried von Preyer'schem Kinderspital;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Kundratstraße 3, 1100 Wien;01/601 91-0, 01/601 91-1929;http://www.wienkav.at/kav/szx/;Dr. Margit Endler;Pflegevorsteherin Evelyn Kölldorfer;OAR Walter Suchanek;668;AN, CH, GGH, HNO, IM, KI, NEU, PSY, URO;AN, IM, KI;COR, CT, MR, STR;T099;Magistrat der Stadt Wien, Wiener Krankenanstaltenverbund;Thomas Klestil Platz 7/1, 1030 Wien;01/40 409, 01/40 409-9970000;http://www.wienkav.at
K911;Wien;Wien 9 Alsergrund;Ost;Wien-Mitte-Südost;Goldenes Kreuz Privatklinik;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Lazarettgasse 16-18, 1090 Wien;01/401 11-0, 01/401 11-505;http://www.goldenes-kreuz.at;Univ.-Prof. Dr.  Friedrich Paul Nagele;DGKS Heidemarie Göbel;Mag. Cornelia Böhm;102;CH, GGH, IM;;;T905;Goldenes Kreuz Privatklinik Betriebsgesellschaft mbH;Lazarettgasse 16-18, 1090 Wien;01/401 11-0, 01/401 11-505;http://www.goldenes-kreuz.at
K912;Wien;Wien 14 Penzing;Ost;Wien-West;Hanusch-Krankenhaus Wien;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Heinrich-Collin-Straße 30, 1140 Wien;01/910 21-0, 01/910 21-84039;http://www.hanusch-krankenhaus.at;Univ.-Prof. Prim. Dr. Klaus Klaushofer;DGKS Michaela Gruber;Eva Ankowitsch;411;AN, AU, CH, GGH, HNO, IM, UC, URO;AN, IM;COR, CT, ECT, MR, PET;T094;Wiener Gebietskrankenkasse;Wienerbergstraße 15-19, 1101 Wien Postfach;01/60122, 01/60122-3545;http://www.wgkk.at
K913;Wien;Wien 9 Alsergrund;Ost;Wien-Mitte-Südost;Sanatorium 'Hera';ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Löblichgasse 14, 1090 Wien;01/313 50-0, 01/313 50-750;http://www.hera.co.at;Univ.-Prof. Prim. Dr. Erich Fellinger;PDL Margarete Eyer;Ing. Mag. Christian Gangl;100;AU, CH, DER, GGH, HNO, IM, NC, NEU, OR, PCH, UC, URO, ZMK;;CT;T909;Krankenfürsorgeanstalt der Bediensteten der Stadt Wien;Schlesingerplatz 5, 1080 Wien;01/404 36, 01/404 36-99 46 815;http://www.kfa.co.at
K914;Wien;Wien 3 Landstraße;Ost;Wien-Mitte-Südost;Herz Jesu-Krankenhaus;ohne Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Baumgasse 20a, 1030 Wien;01/712 26 84-0, 01/712 26 84-250;http://www.kh-herzjesu.at;Prim. Dr. Manfred Greher;DGKS Brigitte Lagler;Dr. Marcel John;155;AN, CH, IM, OR;AN;CT;T906;Herz Jesu Krankenhaus Gesellschaft mbH;Baumgasse 20a, 1030 Wien;01/712 26 84-290, 01/712 26 84-250;http://www.kh-herzjesu.at
K915;Wien;Wien 5 Margareten;Ost;Wien-Mitte-Südost;Hartmannspital Wien;ohne Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Nikolsdorfergasse 26-36, 1050 Wien;01/546 05-0, 01/546 05-2450;http://www.hartmannspital.at;Univ.-Doz. Dr. Willibald Gerschlager;Andreja Kusej;Sr. Sabine Zoitl;161;CH, GEM, IM;GEM;CT;T907;Kongregation der Franziskannerinnen von der christilichen Liebe;Hartmanngasse 7, 1050 Wien;01/54 605-4300, 01/54 605-4305;http://www.hartmannspital.at
K916;Wien;Wien 13 Hietzing;Ost;Wien-West;Krankenhaus Hietzing mit Neurologischem Zentrum Rosenhügel;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Wolkersbergenstraße 1, 1130 Wien;01/801 10-0, 01/801 10-2109;http://www.wienkav.at/kav/khl/;Dr. Brigitte Ettl;KH-Man. Astrid Engelbrecht;OAR MAS Wilhelm Strmsek;1005;AN, AU, CH, DER, GEM, GGH, HNO, IM, KJP, NEU, PSY, PUL, STR/RAD, URO,;AN, CH, IM, NEU;COR, CT, ECT, MR, STR;T099;Magistrat der Stadt Wien, Wiener Krankenanstaltenverbund;Thomas Klestil Platz 7/1, 1030 Wien;01/40 409, 01/40 409-9970000;http://www.wienkav.at
K917;Wien;Wien 3 Landstraße;Ost;Wien-Mitte-Südost;Krankenanstalt Rudolfstiftung der Stadt Wien inklusive dem Standort Semmelweis-Frauenklinik;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Juchgasse 25, 1030 Wien;01/711 65-0, 01/711 65-1009;http://www.wienkav.at/kav/kar/;Dr. Ernst Schenk;Vera Ettmüller;OAR Wolfgang Preis;707;AN, AU, CH, DER, GEM, GGH, HNO, IM, KI, NC, NEU, PCH, URO;AN, IM, KI;COR, CT, ECT, MR;T099;Magistrat der Stadt Wien, Wiener Krankenanstaltenverbund;Thomas Klestil Platz 7/1, 1030 Wien;01/40 409, 01/40 409-9970000;http://www.wienkav.at
K918;Wien;Wien 3 Landstraße;Ost;Wien-Mitte-Südost;Krankenhaus St. Elisabeth;ohne Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Landstraßer Hauptstraße 4a, 1030 Wien;01/711 26-0, 01/711 26-785;http://www.elisabethinen-wien.at;Prim. Univ.-Prof. Dr. Thomas Sautner;DGKS Margit Kaiser-mühlecker;Mag. Markus Zemanek;129;CH, GEM, IM;GEM;CT;T908;Krankenhaus St. Elisabeth Gesellschaft mbH;Landstraßer Hauptstraße 4a, 1030 Wien;01/726-0, 01/726-785;http://www.elisabethinen-wien.at
K919;Wien;Wien 13 Hietzing;Ost;Wien-West;St. Josef-Krankenhaus;ohne Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Auhofstraße 189, 1130 Wien;01/878 44-0, 01/878 44-4050;http://www.sjk-wien.at;OA Dr. Ulrich Schmidbauer;Sr Carmen Maria Weiss;Mag. Johann Seethaler;155;CH, GEM, GGH, IM;GEM;CT;T089;St. Josef-Krankenhaus Gesellschaft mbH;Auhofstraße 189, 1130 Wien;01/878 44-0, 01/878 44-4050;http://www.sjk-wien.at
K920;Wien;Wien 12 Meidling;Ost;Wien-West;Unfallkrankenhaus Meidling der Allgemeinen Unfallversicherungsanstalt;ohne Öffentlichkeitsrecht;gemeinnützig;Sonstige;Kundratstraße 37, 1120 Wien;01/601 50-0, 01/601 50-2005;http://www.auva.at/ukhmeidling;Ao. Univ.-Prof. Prim. Dr. Christian Fialka;DGKS Christine Miskolczi;Johannes Wald;142;UC;;CT, MR;T081;Allgemeine Unfallversicherungsanstalt, Medizinische Direktion;Adalbert-Stifter-Straße 65, 1200 Wien;01/33111;http://www.auva.at
K921;Wien;Wien 16 Ottakring;Ost;Wien-West;Wilhelminenspital der Stadt Wien;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Montleartstraße 37, 1160 Wien;01/491 50-0, 01/491 50-1009;http://www.wienkav.at/kav/wil/;Dr. Barbara Hörnlein;MAS MSc Günter Dorfmeister;Mag. Michael Weigelhofer;988;AN, CH, DER, GEM, GGH, IM, KI, NEU, PCH, UC, URO,;AN, IM, KI;COR, CT, ECT, MR, PET, STR;T099;Magistrat der Stadt Wien, Wiener Krankenanstaltenverbund;Thomas Klestil Platz 7/1, 1030 Wien;01/40 409, 01/40 409-9970000;http://www.wienkav.at
K923;Wien;Wien 7 Neubau;Ost;Wien-Mitte-Südost;Sozialmedizinisches Zentrum Sophienspital der Stadt Wien;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Apollogasse 19, 1070 Wien;01/521 03-0, 01/521 03-1019;http://www.wienkav.at/kav/sop/;Prof. Prim. Dr. Helmut Nissel;Gabriele Miffek;OAR Dipl. KHBW Kurt Toifl;89;IM;;;T099;Magistrat der Stadt Wien, Wiener Krankenanstaltenverbund;Thomas Klestil Platz 7/1, 1030 Wien;01/40 409, 01/40 409-9970000;http://www.wienkav.at
K924;Wien;Wien 14 Penzing;Ost;Wien-West;Pflegewohnhaus Baumgarten;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Hütteldorfer Straße 188, 1140 Wien;01/910 34-0,  01/910 34-206;http://www.wienkav.at/kav/gzb/;Dr. MBA, MSc Klaus Hohenstein;Karl Freywald;OAR Gerhard Jaksch;k.A.;IM, Pflegeanstalt chronisch Kranker;;;T099;Magistrat der Stadt Wien, Wiener Krankenanstaltenverbund;Thomas Klestil Platz 7/1, 1030 Wien;01/40 409, 01/40 409-9970000;http://www.wienkav.at
K927;Wien;Wien 8 Josefstadt;Ost;Wien-Mitte-Südost;Sonderkrankenanstalt der Justizanstalt Wien-Josefstadt;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Wickenburggasse 18-22, 1082 Wien;01/404 03, 01/404 03-3479;;Dr. Klaus Peter Kaiser-Mühlecker;Marianne Tober;Major Josef Gramm;76;IM;;;T097;Bundesministerium für Justiz, Sektion V/1;Museumstraße 7, 1016 Wien;01/52152-0, 01/52152-2822;http://www.bmj.gv.at
K928;Wien;Wien 18 Währing;Ost;Wien-West;Orthopädische Krankenanstalt der Stadt Wien - Gersthof;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Wielemansgasse 28, 1180 Wien;01/476 11-0, 01/476 11-1019;http://www.wienkav.at/kav/ger/;Univ.-Prof. Prim. Dr. Peter Ritschl;Margarete Strümpf;OAR Dipl. KHBW Kurt Toifl;92;OR;;;T099;Magistrat der Stadt Wien, Wiener Krankenanstaltenverbund;Thomas Klestil Platz 7/1, 1030 Wien;01/40 409, 01/40 409-9970000;http://www.wienkav.at
K931;Wien;Wien 16 Ottakring;Ost;Wien-West;Haus der Barmherzigkeit Seeböckgasse;ohne Öffentlichkeitsrecht;gemeinnützig;Sonstige;Seeböckgasse 30A, 1160 Wien;01/401 99-1326, 01/401 99-1308;http://www.hausderbarmherzigkeit.at;Univ.-Prof. Prim. Dr. Christoph Gisinger;Dipl. KHBW Eva Mutz-amon;Ing. Gerald Stohlmann;350;Pflegeanstalt chronisch Kranker;;;T087;Institut Haus der Barmherzigkeit;Seeböckgasse 30A, 1160 Wien;01/401 99, 01/401 99-1308;http://www.hausderbarmherzigkeit.at
K933;Wien;Wien 21 Floridsdorf;Ost;Wien-Nordost;Heeresspital Wien;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Brünner Straße 238, 1210 Wien;01/291 16-0, 01/291 16-17410;;Bgdr Prim. Dr. Michael Aichmair;DGKS Helga Nalkolnig;Hptm. Mag. (FH) Alois Kögl;113;CH, DER, HNO, IM;;CT;T098;BM für Landesverteidigung, Kommando Einsatzunterstützung, Abt. Militärisches Gesundheitswesen;Schwenkgasse 47, 1120 Wien;01/05020110-27741, 01/05020110-17559;http://www.bmlv.gv.at
K939;Wien;Wien 23 Liesing;Ost;Wien-West;Pflegewohnhaus Liesing - Pflegeanstalt für chronisch Kranke;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Haeckelstraße 1A, 1235 Wien;01/86 600-0, 01/86 600-1009;http://www.wienkav.at/kav/pli/;Dr. Annemarie Palkovits-Obrowsky;Brigitte Szeitz;Walter Teuschler;293;IM;;;T099;Magistrat der Stadt Wien, Wiener Krankenanstaltenverbund;Thomas Klestil Platz 7/1, 1030 Wien;01/40 409, 01/40 409-9970000;http://www.wienkav.at
K940;Wien;Wien 20 Brigittenau;Ost;Wien-Mitte-Südost;Lorenz Böhler-Krankenhaus;ohne Öffentlichkeitsrecht;gemeinnützig;Sonstige;Donaueschingenstraße 13, 1200 Wien;01/331 10-0, 01/331 10-380;http://www.auva.at/ukhboehler;Univ.-Prof. Prim. Dr. Harald Hertz;DGKS, MSc Petra Wolfgang;Norbert Grass;128;UC;;CT, MR;T081;Allgemeine Unfallversicherungsanstalt, Medizinische Direktion;Adalbert-Stifter-Straße 65, 1200 Wien;01/33111;http://www.auva.at
K943;Wien;Wien 13 Hietzing;Ost;Wien-West;Orthopädisches Spital Wien;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Speisinger Straße 109, 1130 Wien;01/801 82-0, 01/801 82-450;http://www.oss.at;Dr. Katharina Poslussny;MBA Barbara Klemensich;Mag. David Pötz;252;GEM, OR;GEM;;T084;Orthopädische Spital Speising Gesellschaft mbH;Speisinger Straße 109, 1130 Wien;01/80 182-0, 01/80 182-450;http://www.oss.at
K945;Wien;Wien 12 Meidling;Ost;Wien-West;Rehabilitationszentrum Meidling der Allgemeinen Unfallversicherungsanstalt;ohne Öffentlichkeitsrecht;gemeinnützig;Sonstige;Köglergasse 2A, 1120 Wien;01/601 50-4000, 01/601 50-4005;http://www.auva.at/rzmeidling;Univ.-Prof. Prim. Dr. Walter Oder;DGKS Christine Miskolczi;Johannes Wald;52;NEU;;;T081;Allgemeine Unfallversicherungsanstalt, Medizinische Direktion;Adalbert-Stifter-Straße 65, 1200 Wien;01/33111;http://www.auva.at
K949;Wien;Wien 19 Döbling;Ost;Wien-West;Rudolfinerhaus;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Billrothstraße 78, 1190 Wien;01/360 36-0, 01/369 81 10;http://www.rudolfinerhaus.at;Univ.-Prof.Dr. Herbert Kiss;DGKS Ruth Deutsch-hohberg;Mag. Peter Soswinsiki;155;GEM, GGH;;CT, MR;T903;Rudolfinerhaus Privatklinikgesellschaft mbH;Billrothstraße 78, 1190 Wien;01/360 36, 01/369 81 10;
K951;Wien;Wien 16 Ottakring;Ost;Wien-West;Sanatorium Liebhartstal;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Kollburggasse 6-10, 1160 Wien;01/488 07-0, 01/488 07-32;;Dr. Dieter Formanek;Heidi Formanek;Herwig Formanek;137;IM;;;T918;Sanatorium Liebhartstal Formanek Gesellschaft mbH;Kollburggasse 6-10, 1160 Wien;01/488 07, 01/488 07-32;
K952;Wien;Wien 9 Alsergrund;Ost;Wien-Mitte-Südost;St. Anna-Kinderspital Zentrum für Kinder- und Jugendheilkunde;ohne Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Kinderspitalgasse 6, 1090 Wien;01/401 70-0, 01/401 70-72;http://www.stanna.at;Univ.-Prof. Dr. Wolfgang Holter;BSc Barbara Karner-einzinger;Dr. Roland Lavaulx-Vrecourt;119;HNO, KI,;KI;;T911;St. Anna Kinderspital Gesellschaft mbH;Kinderspitalgasse 6, 1090 Wien;;http://www.stanna.at
K954;Wien;Wien 9 Alsergrund;Ost;Wien-Mitte-Südost;Wiener Privatklinik;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Pelikangasse 15, 1090 Wien;01/401 80-0, 01/401 80-780;http://www.wpk.at;Univ.-Prof. Dr. Rainer Kotz;PDL Gabriele Burggasser;Dipl. KHBW Robert Nikolaus Winkler;145;CH, IM;;MR;T920;Wiener Privatklinik Betriebsgesellschaft mbH & Co KG;Pelikangasse 15, 1090 Wien;01/401 80, 01/401 80-7040;http://www.wpk.at
K955;Wien;Wien 17 Hernals;Ost;Wien-West;Krankenhaus Göttlicher Heiland Gesellschaft mbH;ohne Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Dornbacher Straße 20-28, 1170 Wien;01/400 88-0, 01/400 88-9999;http://www.khgh.at;OA Dr. Johannes Steinhart;Andrea Kapounek;Mag. Anna Parr;284;AN, CH, GEM, GGH, IM, NEU, URO;AN;CT;T919;Krankenhaus Göttlicher Heiland Gesellschaft mbH;Dornbacherstraße 20-26, 1170 Wien;01/400 88-0, 01/400 88-9999;http://www.khgh.at
K956;Wien;Wien 22 Donaustadt;Ost;Wien-Nordost;Sozialmedizinisches Zentrum Ost - Donauspital;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Langobardenstraße 122, 1220 Wien;01/288 02-0, 01/288 02-2050;http://www.wienkav.at/kav/dsp;Dr. Lothar Mayerhofer;Josefa Stich;OAR Gerhard Rudy;946;AN, AU, CH, DER, GGH, HNO, IM, KCH, KI, NC, NEU, NUK, OR, PSY, UC, URO, ZMK,;AN, IM, KCH, KI, UC;COR, CT, ECT, MR, PET, STR;T099;Magistrat der Stadt Wien, Wiener Krankenanstaltenverbund;Thomas Klestil Platz 7/1, 1030 Wien;01/40 409, 01/40 409-9970000;http://www.wienkav.at
K963;Wien;Wien 19 Döbling;Ost;Wien-West;Privatklinik Döbling, International Vienna Health Center;ohne Öffentlichkeitsrecht;nicht gemeinnützig;PRIKRAF;Heiligenstädter Straße 57-63, 1190 Wien;01/360 66-0, 01/369 14 33;http://www.privatklinik-doebling.at;Univ.-Prof. Prim. Dr. Christian Kainz;Dijana Hofegger;Mag. Maria Lesterl;160;GEM;;CT, MR;T060;PremiQaMed Privatkliniken Gesellschaft mbH;Heiligenstädterstraße 46-48/10, 1190 Wien;;
K964;Wien;Wien 5 Margareten;Ost;Wien-Mitte-Südost;SVA - Gesundheitszentrum;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Hartmanngasse 2 b, 1050 Wien;;;OA Dr. Wolfgang Schwarz;;Mag. Karl Schaden;k.A.;;;;T073;Sozialversicherungsanstalt der gewerblichen Wirtschaft;Wiedner Hauptstraße 84-86, 1051 Wien Postfach;01/54654-0, 01/54654-385;http://www.sva.or.at
K970;Wien;Wien 18 Währing;Ost;Wien-West;Vienna International Medical Clinic;ohne Öffentlichkeitsrecht;nicht gemeinnützig;Sonstige;Kreuzgasse 17-19, 1180 Wien;;;Prim.Dr. Christoph Handl;DGKS Heidemarie Göbel;Elisabeth Eichinger;20;GEM;;;T930;VIMC - Vienna International Medical Clinic Gesellschaft mbH, Niederlassung Österreich;Kreuzgasse 17-19, 1180 Wien;01/26166, 01/26166-671;http://www.vimc.com
K971;Wien;Wien 14 Penzing;Ost;Wien-West;Otto Wagner-Spital;mit Öffentlichkeitsrecht;gemeinnützig;Landesfonds;Baumgartner Höhe 1, 1140 Wien;01/910 60-0, 01/910 60-49518;http://www.wienkav.at/kav/ows/;Prim. Dr. Marion Kalousek;Hannes Nadlinger;OAR Dipl. KHBW Robert Nikolaus Winkler;952;IM, NEU, OR, PSY, PUL,;IM, PUL;CT, MR;T099;Magistrat der Stadt Wien, Wiener Krankenanstaltenverbund;Thomas Klestil Platz 7/1, 1030 Wien;01/40 409, 01/40 409-9970000;http://www.wienkav.at
K973;Wien;Wien 13 Hietzing;Ost;Wien-West;Neurologisches Rehabilitationszentrum Rosenhügel;ohne Öffentlichkeitsrecht;gemeinnützig;Sonstige;Rosenhügelstraße 192a, 1130 Wien;01/88 032-0, 01/88 032-42563;http://www.nrz.at;Univ.-Doz. Dr. Josef Spatt;DGKS Anita Steinbach;Mag. Paul Ladenbauer-Pichler;147;NEU;;;T931;Neurologisches Rehabilitationszentrum Rosenhügel - Errichtungs- und Betriebs Gesellschaft mbH;Rosenhügelstraße 192, 1130 Wien;;
K975;Wien;Wien 22 Donaustadt;Ost;Wien-Nordost;Haus der Barmherzigkeit Tokiostraße;ohne Öffentlichkeitsrecht;gemeinnützig;Sonstige;Tokiostraße 4, 1220 Wien;;http://www.hausderbarmherzigkeit.at;Prim. Dr. Athe Grafinger;Dipl. KHBW Eva Mutz-amon;Ing. Gerald Stohlmann;276;Pflegeanstalt chronisch Kranker;;;T087;Institut Haus der Barmherzigkeit;Seeböckgasse 30A, 1160 Wien;01/401 99, 01/401 99-1308;http://www.hausderbarmherzigkeit.at
